"SEQN","Gender_discrete","Age_continuous","Race_discrete","Education_discrete","WTINT2YR_continuous","WTMEC2YR_continuous","SDMVPSU_continuous","SDMVSTRA_continuous"
91008,"Female",27,"Mexican American","Some college or AA degree",22781.838057,23132.349141,1,120
91009,"Female",5,"Non-Hispanic White",NA,30030.83152,29853.633383,1,125
91010,"Female",55,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",128869.941774,128722.599416,2,120
91011,"Female",50,"Mexican American","College graduate or above",20663.779927,20722.075528,2,128
91012,"Female",6,"Mexican American",NA,13078.23562,17476.19994,1,128
91013,"Male",22,"Other Race - Including Multi-Racial","College graduate or above",13263.726658,12538.680709,2,119
91014,"Female",9,"Other Race - Including Multi-Racial",NA,34737.917159,34528.284008,1,131
91015,"Female",16,"Non-Hispanic Black",NA,12993.648913,12696.606018,1,123
91016,"Male",17,"Mexican American",NA,22838.835412,22544.478001,1,127
91017,"Female",48,"Other Hispanic","9-11th grade (Includes 12th grade with no diploma)",17879.628193,20988.395003,2,120
91018,"Male",63,"Mexican American","High school graduate/GED or equivalent",7323.174535,9803.490248,2,133
91019,"Female",8,"Non-Hispanic White",NA,35943.156886,35283.495605,2,125
91020,"Female",73,"Non-Hispanic White","College graduate or above",104199.357534,107874.404337,2,129
91021,"Male",4,"Other Hispanic",NA,16642.077576,19603.819966,1,122
91022,"Male",13,"Non-Hispanic Black",NA,10106.03695,10646.722876,2,133
91023,"Male",10,"Other Race - Including Multi-Racial",NA,11184.914762,12204.671516,2,122
91024,"Male",19,"Other Race - Including Multi-Racial",NA,7488.247823,7376.352044,1,133
91025,"Female",26,"Non-Hispanic Black","College graduate or above",26251.742644,26577.743504,2,129
91026,"Female",45,"Non-Hispanic Black","College graduate or above",20469.427627,21174.353038,2,126
91027,"Male",54,"Non-Hispanic White","High school graduate/GED or equivalent",100688.789572,103259.451436,1,131
91028,"Female",72,"Other Hispanic","Less than 9th grade",11305.530443,10777.977915,1,124
91029,"Male",11,"Mexican American",NA,12734.382725,13116.461759,1,128
91030,"Female",10,"Other Hispanic",NA,10860.931885,10747.468374,1,123
91031,"Male",11,"Mexican American",NA,13866.372813,0,2,130
91032,"Female",10,"Non-Hispanic Black",NA,9871.384668,10889.254128,1,129
91033,"Female",0,"Non-Hispanic White",NA,15281.254443,15127.472736,1,121
91034,"Male",80,"Non-Hispanic White","College graduate or above",18277.22812,19531.803632,2,121
91035,"Male",13,"Non-Hispanic White",NA,22644.140474,23158.463329,2,123
91036,"Male",14,"Other Race - Including Multi-Racial",NA,7108.829321,6857.84607,1,123
91037,"Male",61,"Non-Hispanic Black","High school graduate/GED or equivalent",9455.456645,9184.777587,1,123
91038,"Female",56,"Non-Hispanic White","College graduate or above",96709.579387,96599.007307,1,119
91039,"Male",22,"Non-Hispanic Black","High school graduate/GED or equivalent",32936.082848,36796.775549,1,119
91040,"Female",68,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",21565.007335,22403.290598,1,120
91041,"Female",14,"Other Hispanic",NA,15170.620151,15287.79435,1,128
91042,"Male",38,"Mexican American","Less than 9th grade",35369.919343,41083.466305,2,130
91043,"Female",44,"Non-Hispanic White","Some college or AA degree",178063.036106,182964.356508,1,122
91044,"Male",15,"Other Race - Including Multi-Racial",NA,33416.32275,34278.825719,2,121
91045,"Male",14,"Other Race - Including Multi-Racial",NA,7996.403001,7695.391921,2,122
91046,"Female",52,"Non-Hispanic White","College graduate or above",160179.644194,161305.539485,2,124
91047,"Female",13,"Other Hispanic",NA,16746.566918,19556.816789,2,127
91048,"Male",37,"Other Hispanic","Less than 9th grade",27439.316611,27587.914369,1,120
91049,"Female",52,"Other Race - Including Multi-Racial","Some college or AA degree",16358.443359,17332.962136,1,121
91050,"Female",75,"Other Hispanic","High school graduate/GED or equivalent",14132.74352,13699.414824,1,127
91051,"Female",12,"Non-Hispanic White",NA,22289.945871,23125.647077,1,130
91052,"Female",52,"Non-Hispanic White","Some college or AA degree",45788.907532,46110.75564,1,125
91053,"Male",0,"Mexican American",NA,5770.330493,5650.764298,1,120
91054,"Female",37,"Other Race - Including Multi-Racial","Less than 9th grade",22433.489521,23032.698563,1,129
91055,"Female",12,"Non-Hispanic White",NA,58158.188809,60007.991159,1,120
91056,"Male",27,"Non-Hispanic Black","Some college or AA degree",30006.374014,29709.418306,2,130
91057,"Male",8,"Non-Hispanic Black",NA,10993.241774,11454.376781,2,132
91058,"Female",5,"Non-Hispanic White",NA,28974.980554,29317.858514,2,125
91059,"Female",17,"Non-Hispanic Black",NA,12459.761915,12910.323429,2,133
91060,"Female",15,"Other Hispanic",NA,11480.452665,13406.993238,1,123
91061,"Male",15,"Other Hispanic",NA,15529.769761,15201.120081,1,121
91062,"Male",65,"Other Hispanic","High school graduate/GED or equivalent",8426.010459,8253.28356,1,124
91063,"Male",71,"Non-Hispanic Black","High school graduate/GED or equivalent",13779.979256,14340.523275,1,125
91064,"Female",58,"Non-Hispanic White","High school graduate/GED or equivalent",106826.715473,106161.779889,1,131
91065,"Female",52,"Other Hispanic","Some college or AA degree",14231.349934,16111.476968,1,124
91066,"Male",45,"Non-Hispanic Black","College graduate or above",34516.488031,35057.660163,2,124
91067,"Female",17,"Non-Hispanic White",NA,34993.868742,36701.715285,1,130
91068,"Male",5,"Non-Hispanic White",NA,36520.660004,37682.31993,2,132
91069,"Female",58,"Non-Hispanic Black","College graduate or above",21545.911248,22529.639764,2,126
91070,"Female",0,"Non-Hispanic White",NA,14519.130358,14373.018227,1,122
91071,"Male",16,"Non-Hispanic White",NA,47495.102225,54648.456775,2,126
91072,"Male",0,"Non-Hispanic White",NA,13996.913144,14111.909265,1,122
91073,"Male",13,"Non-Hispanic Black",NA,10106.03695,10040.262947,2,133
91074,"Female",24,"Other Race - Including Multi-Racial","Some college or AA degree",22604.517503,23628.700882,1,121
91075,"Male",51,"Other Race - Including Multi-Racial","College graduate or above",138316.002208,147337.733997,2,131
91076,"Male",61,"Other Hispanic","Less than 9th grade",7015.066224,8588.880732,1,124
91077,"Female",66,"Mexican American","Less than 9th grade",8842.349896,10732.606587,1,128
91078,"Female",36,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",46648.849684,47465.0585,1,126
91079,"Female",11,"Non-Hispanic Black",NA,6362.898245,6423.497325,1,119
91080,"Female",29,"Non-Hispanic Black","College graduate or above",30660.560982,30021.870274,1,119
91081,"Male",2,"Other Race - Including Multi-Racial",NA,8859.761477,9313.699524,2,132
91082,"Female",45,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",30464.83427,31310.586964,2,122
91083,"Female",5,"Non-Hispanic White",NA,59963.675349,67037.743088,1,122
91084,"Male",18,"Non-Hispanic Black",NA,23723.795981,26581.356438,1,132
91085,"Female",15,"Other Hispanic",NA,24273.881031,24117.635705,1,124
91086,"Male",13,"Non-Hispanic Black",NA,17342.300287,19431.201725,2,125
91087,"Male",77,"Non-Hispanic White","High school graduate/GED or equivalent",15694.368006,15916.911834,1,130
91088,"Female",11,"Non-Hispanic White",NA,29125.676267,28949.911345,1,130
91089,"Male",13,"Mexican American",NA,15083.548114,14764.341627,1,120
91090,"Male",15,"Non-Hispanic White",NA,86022.248059,98978.271117,2,127
91091,"Female",22,"Non-Hispanic Black","Some college or AA degree",27117.037618,27393.321645,2,132
91092,"Female",13,"Mexican American",NA,13136.233507,13215.457586,1,128
91093,"Male",8,"Mexican American",NA,10767.174539,11060.255985,1,120
91094,"Female",71,"Mexican American","Some college or AA degree",14026.929433,13561.171564,1,128
91095,"Male",21,"Non-Hispanic White","Some college or AA degree",93865.514219,100908.668272,1,123
91096,"Male",6,"Mexican American",NA,10767.174539,11024.385136,1,120
91097,"Female",13,"Non-Hispanic Black",NA,16999.555007,19490.133474,1,133
91098,"Male",37,"Non-Hispanic White","Some college or AA degree",108690.243806,112053.086474,1,123
91099,"Male",63,"Non-Hispanic Black","High school graduate/GED or equivalent",11988.256013,11645.071123,1,125
91100,"Male",54,"Other Race - Including Multi-Racial","College graduate or above",13558.295917,14322.892334,1,121
91101,"Female",25,"Non-Hispanic Black","High school graduate/GED or equivalent",30120.273459,31460.710418,2,121
91102,"Female",51,"Mexican American","Some college or AA degree",14273.798544,16159.533534,1,121
91103,"Male",48,"Other Hispanic","High school graduate/GED or equivalent",35918.084543,36072.281587,1,124
91104,"Male",32,"Non-Hispanic Black","College graduate or above",27575.777743,28223.085781,2,129
91105,"Male",12,"Non-Hispanic White",NA,26141.95006,27005.619009,1,131
91106,"Female",26,"Non-Hispanic Black","Some college or AA degree",22462.056361,22690.912753,1,125
91107,"Male",2,"Other Hispanic",NA,9503.357176,9801.691861,1,133
91108,"Female",49,"Non-Hispanic White","College graduate or above",139552.280363,139891.211998,2,124
91109,"Female",64,"Non-Hispanic White","Less than 9th grade",52053.476624,51567.513401,1,121
91110,"Male",24,"Other Race - Including Multi-Racial","College graduate or above",24004.688518,23463.061319,2,123
91111,"Female",46,"Mexican American","Less than 9th grade",19141.584034,19672.985128,1,129
91112,"Female",39,"Other Race - Including Multi-Racial","9-11th grade (Includes 12th grade with no diploma)",13208.942728,13561.759792,2,120
91113,"Female",31,"Non-Hispanic White","Less than 9th grade",38524.853323,39588.476417,2,123
91114,"Male",61,"Mexican American","Some college or AA degree",7767.315258,8039.39752,1,121
91115,"Male",34,"Non-Hispanic White","Some college or AA degree",41638.755706,42927.045984,2,128
91116,"Female",10,"Non-Hispanic White",NA,55750.647889,55825.365338,1,130
91117,"Female",11,"Non-Hispanic Black",NA,11638.242065,11615.377884,2,130
91118,"Male",10,"Non-Hispanic White",NA,30735.11931,30599.987565,1,126
91119,"Female",26,"Mexican American","Some college or AA degree",26682.006503,26202.766299,2,121
91120,"Male",15,"Non-Hispanic Black",NA,17920.218191,17950.118026,1,129
91121,"Female",0,"Non-Hispanic White",NA,23301.979064,23406.888603,1,132
91122,"Female",14,"Non-Hispanic White",NA,54789.625748,64803.686086,1,125
91123,"Male",56,"Non-Hispanic White","Some college or AA degree",34987.574394,35880.833947,1,130
91124,"Female",12,"Mexican American",NA,12686.105141,12749.537491,1,120
91125,"Female",0,"Other Race - Including Multi-Racial",NA,12746.262227,12617.991215,1,130
91126,"Female",44,"Non-Hispanic Black","High school graduate/GED or equivalent",28760.2501,28821.999917,1,132
91127,"Female",61,"Other Hispanic","Some college or AA degree",11743.844279,11403.752259,2,130
91128,"Female",54,"Mexican American","Some college or AA degree",11356.866017,11447.135934,1,133
91129,"Female",1,"Mexican American",NA,8525.798049,8932.274741,1,120
91130,"Male",60,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",11885.516628,12267.52054,2,131
91131,"Male",41,"Non-Hispanic Black","College graduate or above",42221.915179,43918.44695,1,132
91132,"Male",8,"Other Hispanic",NA,10285.72054,12132.398918,2,129
91133,"Female",24,"Other Race - Including Multi-Racial","College graduate or above",22810.924075,26640.965273,2,129
91134,"Male",7,"Other Race - Including Multi-Racial",NA,9903.769809,9801.068621,2,120
91135,"Female",54,"Non-Hispanic Black","Some college or AA degree",21858.211625,24729.301717,1,119
91136,"Female",12,"Other Race - Including Multi-Racial",NA,12129.587646,11743.868898,2,128
91137,"Male",74,"Mexican American","Less than 9th grade",7867.881831,10840.375183,2,133
91138,"Female",35,"Non-Hispanic Black","Some college or AA degree",27872.46118,27925.474512,1,125
91139,"Female",32,"Non-Hispanic White","Some college or AA degree",69789.217085,71716.010222,2,123
91140,"Male",28,"Other Race - Including Multi-Racial","Some college or AA degree",19590.407385,19148.381342,2,128
91141,"Female",7,"Non-Hispanic White",NA,34110.601249,33484.572684,2,123
91142,"Male",4,"Other Race - Including Multi-Racial",NA,10074.879943,10181.706187,2,132
91143,"Female",9,"Non-Hispanic White",NA,19916.00869,19597.978174,1,126
91144,"Female",30,"Mexican American","Some college or AA degree",22875.997312,23876.276709,1,127
91145,"Male",12,"Non-Hispanic Black",NA,17482.912736,17490.698927,2,131
91146,"Female",53,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",55336.971839,54992.530642,2,121
91147,"Female",59,"Other Race - Including Multi-Racial","9-11th grade (Includes 12th grade with no diploma)",19301.773723,0,1,131
91148,"Male",47,"Other Hispanic","College graduate or above",37246.488793,37406.388702,1,123
91149,"Male",22,"Non-Hispanic White","Some college or AA degree",64544.757024,68705.051371,2,121
91150,"Female",74,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",103778.087302,0,1,126
91151,"Male",6,"Other Hispanic",NA,11975.083221,12161.057828,1,127
91152,"Female",7,"Other Race - Including Multi-Racial",NA,12763.884791,13002.212754,2,122
91153,"Female",80,"Non-Hispanic Black","Less than 9th grade",21497.765786,26609.540814,2,130
91154,"Male",15,"Other Race - Including Multi-Racial",NA,11078.885893,11006.780212,1,123
91155,"Female",44,"Non-Hispanic Black","College graduate or above",23179.8468,24238.17643,2,129
91156,"Female",29,"Other Race - Including Multi-Racial","College graduate or above",21788.234905,22775.433506,2,124
91157,"Female",6,"Other Race - Including Multi-Racial",NA,11232.436644,12390.648446,2,126
91158,"Male",16,"Other Hispanic",NA,15529.769761,15382.620821,1,121
91159,"Male",51,"Non-Hispanic Black","College graduate or above",28576.256814,28493.271176,1,123
91160,"Female",0,"Other Race - Including Multi-Racial",NA,23301.979064,25470.451043,1,132
91161,"Female",28,"Non-Hispanic Black","Some college or AA degree",17829.969601,18011.63162,2,133
91162,"Male",31,"Other Hispanic","9-11th grade (Includes 12th grade with no diploma)",27474.227169,30343.949505,1,132
91163,"Female",28,"Mexican American","Some college or AA degree",21817.446783,22153.120178,1,125
91164,"Female",17,"Non-Hispanic White",NA,27086.610406,28102.14957,1,131
91165,"Male",26,"Other Hispanic","Some college or AA degree",32573.813219,34688.01958,1,127
91166,"Male",65,"Non-Hispanic White","Some college or AA degree",184218.851759,182466.769231,1,122
91167,"Male",62,"Mexican American","College graduate or above",11051.977797,10825.420536,1,126
91168,"Male",67,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",13249.857453,0,1,125
91169,"Female",11,"Other Race - Including Multi-Racial",NA,26948.936625,26454.345398,1,130
91170,"Male",16,"Non-Hispanic Black",NA,17815.106364,18116.653659,2,130
91171,"Female",80,"Other Race - Including Multi-Racial","Some college or AA degree",21168.788901,22818.146923,1,122
91172,"Male",55,"Non-Hispanic White","Some college or AA degree",122923.197788,133264.366135,1,122
91173,"Female",1,"Non-Hispanic Black",NA,6861.184078,7131.911928,2,131
91174,"Female",26,"Other Hispanic","College graduate or above",31714.673283,32202.62094,2,133
91175,"Male",71,"Non-Hispanic White","College graduate or above",63163.515626,66942.923269,2,131
91176,"Male",34,"Non-Hispanic White","High school graduate/GED or equivalent",36043.898014,37159.085117,2,129
91177,"Male",52,"Non-Hispanic Black","Some college or AA degree",26793.228452,26498.61833,2,121
91178,"Male",13,"Mexican American",NA,17139.349217,19494.457525,2,133
91179,"Female",1,"Other Race - Including Multi-Racial",NA,12114.669163,14054.116168,1,119
